time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-22 00:00:00+00:00,12,8,2,2
2026-02-23 00:00:00+00:00,16,8,1,1
2026-02-24 00:00:00+00:00,2,2,9,3
2026-02-25 00:00:00+00:00,13,7,5,2
2026-02-26 00:00:00+00:00,13,8,1,1
2026-02-27 00:00:00+00:00,10,5,0,0
2026-02-28 00:00:00+00:00,12,6,1,1
2026-03-01 00:00:00+00:00,16,7,0,0
2026-03-02 00:00:00+00:00,19,10,3,3
2026-03-03 00:00:00+00:00,5,4,0,0
2026-03-04 00:00:00+00:00,11,6,7,3
2026-03-05 00:00:00+00:00,9,4,2,2
2026-03-06 00:00:00+00:00,20,7,2,1
2026-03-07 00:00:00+00:00,18,9,0,0
