time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-19 00:00:00+00:00,11,5,0,0
2026-03-20 00:00:00+00:00,3,3,11,7
2026-03-21 00:00:00+00:00,8,6,0,0
2026-03-22 00:00:00+00:00,4,3,0,0
2026-03-23 00:00:00+00:00,19,9,9,5
2026-03-24 00:00:00+00:00,8,4,0,0
2026-03-25 00:00:00+00:00,4,3,4,4
2026-03-26 00:00:00+00:00,17,8,19,3
2026-03-27 00:00:00+00:00,9,4,6,6
2026-03-28 00:00:00+00:00,19,10,1,1
2026-03-29 00:00:00+00:00,6,6,0,0
2026-03-30 00:00:00+00:00,20,9,12,4
2026-03-31 00:00:00+00:00,15,10,10,5
2026-04-01 00:00:00+00:00,3,3,2,1
