time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-10 00:00:00+00:00,5.0,4.0,28.0,7.0
2024-01-11 00:00:00+00:00,3.0,1.0,81.0,9.0
2024-01-12 00:00:00+00:00,7.0,3.0,10.0,6.0
2024-01-13 00:00:00+00:00,1.0,1.0,,
2024-01-14 00:00:00+00:00,,,1.0,1.0
2024-01-15 00:00:00+00:00,1.0,1.0,5.0,4.0
2024-01-16 00:00:00+00:00,2.0,2.0,40.0,6.0
2024-01-17 00:00:00+00:00,3.0,2.0,19.0,9.0
2024-01-18 00:00:00+00:00,4.0,4.0,97.0,7.0
2024-01-19 00:00:00+00:00,9.0,6.0,82.0,9.0
2024-01-20 00:00:00+00:00,,,5.0,3.0
2024-01-21 00:00:00+00:00,1.0,1.0,45.0,8.0
2024-01-22 00:00:00+00:00,14.0,12.0,123.0,8.0
2024-01-23 00:00:00+00:00,4.0,4.0,77.0,10.0
