time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-17 00:00:00+00:00,3.0,2.0,19,9
2024-01-18 00:00:00+00:00,4.0,4.0,97,7
2024-01-19 00:00:00+00:00,9.0,6.0,82,9
2024-01-20 00:00:00+00:00,,,5,3
2024-01-21 00:00:00+00:00,1.0,1.0,45,8
2024-01-22 00:00:00+00:00,14.0,12.0,123,8
2024-01-23 00:00:00+00:00,6.0,6.0,79,10
2024-01-24 00:00:00+00:00,27.0,18.0,143,17
2024-01-25 00:00:00+00:00,5.0,5.0,55,9
2024-01-26 00:00:00+00:00,4.0,3.0,51,8
2024-01-27 00:00:00+00:00,6.0,6.0,6,2
2024-01-28 00:00:00+00:00,11.0,7.0,8,3
2024-01-29 00:00:00+00:00,5.0,5.0,65,13
2024-01-30 00:00:00+00:00,4.0,4.0,21,6
