time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,1.0,1.0,1,1
2024-06-02 00:00:00+00:00,9.0,5.0,4,3
2024-06-03 00:00:00+00:00,10.0,6.0,3,2
2024-06-04 00:00:00+00:00,7.0,3.0,46,7
2024-06-05 00:00:00+00:00,6.0,3.0,17,5
2024-06-06 00:00:00+00:00,3.0,3.0,66,7
2024-06-07 00:00:00+00:00,1.0,1.0,6,3
2024-06-08 00:00:00+00:00,5.0,2.0,2,2
2024-06-09 00:00:00+00:00,2.0,2.0,30,1
2024-06-10 00:00:00+00:00,1.0,1.0,2,2
2024-06-11 00:00:00+00:00,4.0,4.0,22,8
2024-06-12 00:00:00+00:00,2.0,2.0,4,2
2024-06-13 00:00:00+00:00,7.0,4.0,80,8
2024-06-14 00:00:00+00:00,,,4,3
