time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,108,25,2.0,2.0
2025-12-04 00:00:00+00:00,2,2,3.0,3.0
2025-12-05 00:00:00+00:00,14,10,2.0,1.0
2025-12-06 00:00:00+00:00,8,4,3.0,1.0
2025-12-07 00:00:00+00:00,2,2,2.0,2.0
2025-12-08 00:00:00+00:00,3,3,,
2025-12-09 00:00:00+00:00,15,9,3.0,3.0
2025-12-10 00:00:00+00:00,7,3,3.0,2.0
2025-12-11 00:00:00+00:00,2,2,3.0,2.0
2025-12-12 00:00:00+00:00,10,6,6.0,4.0
2025-12-13 00:00:00+00:00,7,3,,
2025-12-14 00:00:00+00:00,2,2,,
2025-12-15 00:00:00+00:00,3,3,11.0,3.0
2025-12-16 00:00:00+00:00,1,1,,
