time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-31 00:00:00+00:00,8,4,1,1
2026-08-01 00:00:00+00:00,13,4,0,0
2026-08-02 00:00:00+00:00,18,7,0,0
2026-08-03 00:00:00+00:00,9,6,1,1
2026-08-04 00:00:00+00:00,5,4,5,3
2026-08-05 00:00:00+00:00,33,10,4,2
2026-08-06 00:00:00+00:00,8,4,0,0
2026-08-07 00:00:00+00:00,3,3,0,0
2026-08-08 00:00:00+00:00,3,2,0,0
2026-08-09 00:00:00+00:00,30,3,2,2
2026-08-10 00:00:00+00:00,14,2,0,0
2026-08-11 00:00:00+00:00,8,3,1,1
2026-08-12 00:00:00+00:00,1,1,5,4
2026-08-13 00:00:00+00:00,14,5,1,1
