time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,1.0,1.0,1.0,1.0
2024-04-29 00:00:00+00:00,5.0,4.0,14.0,7.0
2024-04-30 00:00:00+00:00,4.0,4.0,59.0,8.0
2024-05-01 00:00:00+00:00,3.0,2.0,21.0,4.0
2024-05-02 00:00:00+00:00,1.0,1.0,16.0,6.0
2024-05-03 00:00:00+00:00,6.0,4.0,21.0,8.0
2024-05-04 00:00:00+00:00,1.0,1.0,14.0,3.0
2024-05-05 00:00:00+00:00,1.0,1.0,,
2024-05-06 00:00:00+00:00,7.0,4.0,20.0,5.0
2024-05-07 00:00:00+00:00,6.0,4.0,13.0,7.0
2024-05-08 00:00:00+00:00,5.0,5.0,30.0,9.0
2024-05-09 00:00:00+00:00,4.0,3.0,36.0,7.0
2024-05-10 00:00:00+00:00,2.0,2.0,22.0,3.0
2024-05-11 00:00:00+00:00,,,3.0,1.0
