time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-16 00:00:00+00:00,2,2,21.0,5.0
2024-04-17 00:00:00+00:00,9,4,36.0,9.0
2024-04-18 00:00:00+00:00,2,2,20.0,4.0
2024-04-19 00:00:00+00:00,2,2,,
2024-04-20 00:00:00+00:00,3,3,20.0,3.0
2024-04-21 00:00:00+00:00,1,1,4.0,2.0
2024-04-22 00:00:00+00:00,5,4,107.0,8.0
2024-04-23 00:00:00+00:00,2,2,21.0,8.0
2024-04-24 00:00:00+00:00,5,2,4.0,3.0
2024-04-25 00:00:00+00:00,2,2,3.0,1.0
2024-04-26 00:00:00+00:00,3,3,11.0,5.0
2024-04-27 00:00:00+00:00,3,3,1.0,1.0
2024-04-28 00:00:00+00:00,1,1,1.0,1.0
2024-04-29 00:00:00+00:00,4,3,13.0,6.0
