time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,25,7,0,0
2026-04-27 00:00:00+00:00,30,9,0,0
2026-04-28 00:00:00+00:00,25,11,2,1
2026-04-29 00:00:00+00:00,29,10,2,2
2026-04-30 00:00:00+00:00,22,6,8,6
2026-05-01 00:00:00+00:00,34,9,3,3
2026-05-02 00:00:00+00:00,44,12,3,3
2026-05-03 00:00:00+00:00,35,12,7,6
2026-05-04 00:00:00+00:00,42,15,0,0
2026-05-05 00:00:00+00:00,45,12,1,1
2026-05-06 00:00:00+00:00,14,8,0,0
2026-05-07 00:00:00+00:00,6,5,10,3
2026-05-08 00:00:00+00:00,15,9,5,4
2026-05-09 00:00:00+00:00,26,8,0,0
