time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-16 00:00:00+00:00,1,1,9.0,2.0
2024-08-17 00:00:00+00:00,1,1,,
2024-08-18 00:00:00+00:00,3,3,9.0,2.0
2024-08-19 00:00:00+00:00,1,1,17.0,6.0
2024-08-20 00:00:00+00:00,1,1,2.0,2.0
2024-08-21 00:00:00+00:00,2,1,19.0,3.0
2024-08-22 00:00:00+00:00,1,1,6.0,2.0
2024-08-23 00:00:00+00:00,5,3,29.0,6.0
2024-08-24 00:00:00+00:00,3,1,2.0,2.0
2024-08-25 00:00:00+00:00,4,2,15.0,3.0
2024-08-28 00:00:00+00:00,2,1,56.0,4.0
2024-08-29 00:00:00+00:00,1,1,39.0,2.0
