time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,2,2,30.0,1.0
2024-06-10 00:00:00+00:00,1,1,2.0,2.0
2024-06-11 00:00:00+00:00,4,4,22.0,8.0
2024-06-12 00:00:00+00:00,2,2,4.0,2.0
2024-06-13 00:00:00+00:00,7,4,80.0,8.0
2024-06-14 00:00:00+00:00,3,1,4.0,3.0
2024-06-15 00:00:00+00:00,1,1,,
2024-06-16 00:00:00+00:00,2,1,,
2024-06-17 00:00:00+00:00,5,4,6.0,2.0
2024-06-18 00:00:00+00:00,4,4,10.0,6.0
2024-06-19 00:00:00+00:00,4,4,16.0,8.0
2024-06-20 00:00:00+00:00,9,6,15.0,7.0
2024-06-21 00:00:00+00:00,1,1,6.0,4.0
2024-06-22 00:00:00+00:00,1,1,1.0,1.0
