time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,18,7,1,1
2026-05-27 00:00:00+00:00,9,4,5,3
2026-05-28 00:00:00+00:00,6,1,2,2
2026-05-29 00:00:00+00:00,22,9,5,2
2026-05-30 00:00:00+00:00,32,12,4,2
2026-05-31 00:00:00+00:00,13,9,1,1
2026-06-01 00:00:00+00:00,11,5,3,2
2026-06-02 00:00:00+00:00,12,6,1,1
2026-06-03 00:00:00+00:00,3,3,4,2
2026-06-04 00:00:00+00:00,18,8,2,2
2026-06-05 00:00:00+00:00,29,10,1,1
2026-06-06 00:00:00+00:00,11,4,5,5
2026-06-07 00:00:00+00:00,17,7,0,0
2026-06-08 00:00:00+00:00,17,7,0,0
