time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,36,10,4,4
2026-04-11 00:00:00+00:00,12,7,1,1
2026-04-12 00:00:00+00:00,5,5,1,1
2026-04-13 00:00:00+00:00,14,7,2,2
2026-04-14 00:00:00+00:00,21,8,7,3
2026-04-15 00:00:00+00:00,13,8,3,3
2026-04-16 00:00:00+00:00,24,8,11,6
2026-04-17 00:00:00+00:00,18,8,4,4
2026-04-18 00:00:00+00:00,12,7,2,2
2026-04-19 00:00:00+00:00,37,15,1,1
2026-04-20 00:00:00+00:00,69,29,7,7
2026-04-21 00:00:00+00:00,59,27,8,3
2026-04-22 00:00:00+00:00,85,29,2,2
2026-04-23 00:00:00+00:00,95,33,11,4
