time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-31 00:00:00+00:00,15,10,10,5
2026-04-01 00:00:00+00:00,3,3,2,1
2026-04-02 00:00:00+00:00,18,10,3,3
2026-04-03 00:00:00+00:00,11,7,0,0
2026-04-04 00:00:00+00:00,14,8,0,0
2026-04-05 00:00:00+00:00,20,9,0,0
2026-04-06 00:00:00+00:00,18,8,1,1
2026-04-07 00:00:00+00:00,22,13,4,4
2026-04-08 00:00:00+00:00,15,8,6,6
2026-04-09 00:00:00+00:00,10,5,7,4
2026-04-10 00:00:00+00:00,36,10,4,4
2026-04-11 00:00:00+00:00,12,7,1,1
2026-04-12 00:00:00+00:00,5,5,1,1
2026-04-13 00:00:00+00:00,14,7,2,2
