time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-24 00:00:00+00:00,7,3,13.0,8.0
2025-03-25 00:00:00+00:00,5,3,12.0,5.0
2025-03-26 00:00:00+00:00,1,1,,
2025-03-27 00:00:00+00:00,6,3,7.0,3.0
2025-03-28 00:00:00+00:00,7,5,2.0,2.0
2025-03-29 00:00:00+00:00,4,2,4.0,2.0
2025-03-30 00:00:00+00:00,1,1,8.0,3.0
2025-03-31 00:00:00+00:00,5,4,2.0,2.0
2025-04-01 00:00:00+00:00,2,2,8.0,5.0
2025-04-02 00:00:00+00:00,6,3,17.0,5.0
2025-04-03 00:00:00+00:00,2,2,7.0,3.0
2025-04-04 00:00:00+00:00,5,3,2.0,2.0
2025-04-05 00:00:00+00:00,5,3,6.0,4.0
2025-04-06 00:00:00+00:00,4,3,16.0,7.0
