time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-08 00:00:00+00:00,2,2,2.0,2.0
2025-06-09 00:00:00+00:00,7,4,3.0,2.0
2025-06-10 00:00:00+00:00,2,2,,
2025-06-11 00:00:00+00:00,1,1,14.0,7.0
2025-06-12 00:00:00+00:00,8,8,17.0,4.0
2025-06-13 00:00:00+00:00,6,6,12.0,6.0
2025-06-14 00:00:00+00:00,2,2,2.0,1.0
2025-06-15 00:00:00+00:00,5,5,,
2025-06-16 00:00:00+00:00,7,7,18.0,6.0
2025-06-17 00:00:00+00:00,6,6,9.0,3.0
2025-06-18 00:00:00+00:00,4,4,4.0,3.0
2025-06-19 00:00:00+00:00,5,5,11.0,3.0
2025-06-20 00:00:00+00:00,2,2,4.0,2.0
