time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-24 00:00:00+00:00,8,4,0,0
2026-03-25 00:00:00+00:00,4,3,4,4
2026-03-26 00:00:00+00:00,17,8,19,3
2026-03-27 00:00:00+00:00,9,4,6,6
2026-03-28 00:00:00+00:00,19,10,1,1
2026-03-29 00:00:00+00:00,6,6,0,0
2026-03-30 00:00:00+00:00,20,9,12,4
2026-03-31 00:00:00+00:00,15,10,10,5
2026-04-01 00:00:00+00:00,3,3,2,1
2026-04-02 00:00:00+00:00,18,10,3,3
2026-04-03 00:00:00+00:00,11,7,0,0
2026-04-04 00:00:00+00:00,14,8,0,0
2026-04-05 00:00:00+00:00,20,9,0,0
2026-04-06 00:00:00+00:00,18,8,1,1
