time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-30 00:00:00+00:00,6,6,21.0,6.0
2024-01-31 00:00:00+00:00,2,2,20.0,5.0
2024-02-01 00:00:00+00:00,2,2,9.0,3.0
2024-02-02 00:00:00+00:00,2,2,32.0,9.0
2024-02-03 00:00:00+00:00,2,2,2.0,1.0
2024-02-04 00:00:00+00:00,2,2,,
2024-02-05 00:00:00+00:00,5,4,11.0,5.0
2024-02-06 00:00:00+00:00,4,4,15.0,8.0
2024-02-07 00:00:00+00:00,3,3,53.0,6.0
2024-02-08 00:00:00+00:00,3,3,7.0,3.0
2024-02-09 00:00:00+00:00,2,2,35.0,4.0
2024-02-10 00:00:00+00:00,5,5,12.0,2.0
2024-02-11 00:00:00+00:00,3,3,6.0,2.0
2024-02-12 00:00:00+00:00,6,6,47.0,3.0
