time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-17 00:00:00+00:00,7.0,5.0,43,6
2024-09-18 00:00:00+00:00,4.0,3.0,14,6
2024-09-19 00:00:00+00:00,3.0,2.0,11,7
2024-09-20 00:00:00+00:00,1.0,1.0,4,3
2024-09-21 00:00:00+00:00,,,1,1
2024-09-22 00:00:00+00:00,,,1,1
2024-09-23 00:00:00+00:00,4.0,2.0,6,5
2024-09-24 00:00:00+00:00,1.0,1.0,17,4
2024-09-25 00:00:00+00:00,,,5,4
2024-09-26 00:00:00+00:00,2.0,2.0,2,2
2024-09-27 00:00:00+00:00,1.0,1.0,7,3
2024-09-28 00:00:00+00:00,2.0,1.0,10,2
2024-09-29 00:00:00+00:00,1.0,1.0,2,2
2024-09-30 00:00:00+00:00,,,18,7
