time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-14 00:00:00+00:00,2.0,2.0,70.0,9.0
2024-02-15 00:00:00+00:00,7.0,6.0,18.0,8.0
2024-02-16 00:00:00+00:00,5.0,5.0,18.0,5.0
2024-02-17 00:00:00+00:00,3.0,3.0,,
2024-02-18 00:00:00+00:00,2.0,2.0,,
2024-02-19 00:00:00+00:00,4.0,4.0,7.0,3.0
2024-02-20 00:00:00+00:00,2.0,2.0,6.0,4.0
2024-02-21 00:00:00+00:00,3.0,3.0,2.0,2.0
2024-02-22 00:00:00+00:00,4.0,4.0,16.0,6.0
2024-02-23 00:00:00+00:00,2.0,2.0,98.0,3.0
2024-02-24 00:00:00+00:00,2.0,2.0,4.0,2.0
2024-02-25 00:00:00+00:00,2.0,2.0,16.0,3.0
2024-02-26 00:00:00+00:00,3.0,3.0,19.0,4.0
2024-02-27 00:00:00+00:00,,,8.0,4.0
