time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,10,4,1,1
2026-06-13 00:00:00+00:00,20,10,1,1
2026-06-14 00:00:00+00:00,22,4,2,2
2026-06-15 00:00:00+00:00,20,9,0,0
2026-06-16 00:00:00+00:00,19,9,0,0
2026-06-17 00:00:00+00:00,19,6,0,0
2026-06-18 00:00:00+00:00,27,8,3,2
2026-06-19 00:00:00+00:00,31,6,0,0
2026-06-20 00:00:00+00:00,43,10,3,2
2026-06-21 00:00:00+00:00,40,11,1,1
2026-06-22 00:00:00+00:00,41,12,3,3
2026-06-23 00:00:00+00:00,33,8,6,6
2026-06-24 00:00:00+00:00,15,5,1,1
2026-06-25 00:00:00+00:00,37,8,2,1
