time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-26 00:00:00+00:00,8,3,0,0
2026-06-27 00:00:00+00:00,16,6,3,3
2026-06-28 00:00:00+00:00,6,1,0,0
2026-06-29 00:00:00+00:00,3,3,7,2
2026-06-30 00:00:00+00:00,19,9,1,1
2026-07-01 00:00:00+00:00,2,2,1,1
2026-07-02 00:00:00+00:00,9,4,0,0
2026-07-03 00:00:00+00:00,15,5,1,1
2026-07-04 00:00:00+00:00,28,9,1,1
2026-07-05 00:00:00+00:00,4,4,1,1
2026-07-06 00:00:00+00:00,22,9,2,2
2026-07-07 00:00:00+00:00,24,9,2,1
2026-07-08 00:00:00+00:00,3,2,14,5
2026-07-09 00:00:00+00:00,11,6,0,0
