referrer,views_total,views_unique
github.com,208,17
Google,109,18
discourse.ros.org,43,11
search.brave.com,4,1
l2s.centralesupelec.fr,1,1
mail.google.com,1,1
Bing,1,1
chat.openai.com,1,1
