time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-25 00:00:00+00:00,,,13,7
2024-06-26 00:00:00+00:00,,,10,6
2024-06-27 00:00:00+00:00,2.0,2.0,45,11
2024-06-28 00:00:00+00:00,,,21,8
2024-06-29 00:00:00+00:00,1.0,1.0,1,1
2024-06-30 00:00:00+00:00,7.0,2.0,1,1
2024-07-01 00:00:00+00:00,1.0,1.0,9,7
2024-07-02 00:00:00+00:00,2.0,1.0,23,7
2024-07-03 00:00:00+00:00,2.0,1.0,15,4
2024-07-04 00:00:00+00:00,,,7,3
2024-07-05 00:00:00+00:00,,,3,3
2024-07-06 00:00:00+00:00,1.0,1.0,25,3
2024-07-08 00:00:00+00:00,,,9,4
