time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,24,8,11,6
2026-04-17 00:00:00+00:00,18,8,4,4
2026-04-18 00:00:00+00:00,12,7,2,2
2026-04-19 00:00:00+00:00,37,15,1,1
2026-04-20 00:00:00+00:00,69,29,7,7
2026-04-21 00:00:00+00:00,59,27,8,3
2026-04-22 00:00:00+00:00,85,29,2,2
2026-04-23 00:00:00+00:00,95,33,11,4
2026-04-24 00:00:00+00:00,59,23,0,0
2026-04-25 00:00:00+00:00,74,27,0,0
2026-04-26 00:00:00+00:00,25,7,0,0
2026-04-27 00:00:00+00:00,30,9,0,0
2026-04-28 00:00:00+00:00,25,11,2,1
2026-04-29 00:00:00+00:00,29,10,2,2
