time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-23 00:00:00+00:00,2,2,1.0,1.0
2024-03-24 00:00:00+00:00,1,1,22.0,4.0
2024-03-25 00:00:00+00:00,2,2,6.0,4.0
2024-03-26 00:00:00+00:00,3,2,6.0,2.0
2024-03-27 00:00:00+00:00,7,2,10.0,4.0
2024-03-28 00:00:00+00:00,2,2,24.0,7.0
2024-03-29 00:00:00+00:00,1,1,,
2024-03-30 00:00:00+00:00,2,2,2.0,2.0
2024-03-31 00:00:00+00:00,2,2,,
2024-04-01 00:00:00+00:00,2,2,50.0,5.0
2024-04-02 00:00:00+00:00,3,2,64.0,8.0
2024-04-03 00:00:00+00:00,2,2,9.0,6.0
2024-04-04 00:00:00+00:00,2,2,11.0,4.0
2024-04-05 00:00:00+00:00,5,3,11.0,6.0
