time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,1.0,1.0,1,1
2025-05-26 00:00:00+00:00,4.0,2.0,13,3
2025-05-27 00:00:00+00:00,1.0,1.0,5,1
2025-05-28 00:00:00+00:00,1.0,1.0,5,4
2025-05-29 00:00:00+00:00,5.0,3.0,5,2
2025-05-30 00:00:00+00:00,1.0,1.0,4,3
2025-05-31 00:00:00+00:00,4.0,3.0,1,1
2025-06-01 00:00:00+00:00,2.0,2.0,3,3
2025-06-02 00:00:00+00:00,1.0,1.0,7,3
2025-06-03 00:00:00+00:00,4.0,2.0,11,4
2025-06-04 00:00:00+00:00,4.0,4.0,32,3
2025-06-05 00:00:00+00:00,2.0,2.0,1,1
2025-06-06 00:00:00+00:00,3.0,3.0,2,1
2025-06-07 00:00:00+00:00,,,2,1
